product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
Centr - Gym Flooring Exercise Mats - 96 Sq Ft - Black,Best Buy U.S.,https://product-images-cdn.liketoknow.it/W3BrgDGNqNeBC597w5H19Xri.stJG7q82E6qYSdVUMs.NExCdp3w1VY3JkKnE0EXX7qEiiOuosl2MUVEqGnUWnLI_qkHQ8NY9NzIKhNmMyJYkh33gUIt4I8AjhpZ9uerAT9vluziF4lhsuJxjVO3FfnyAUC6VHaDFO5FBXBe2T_ln3DsISM0VDEKJv_VyMAeDXPpAlxG0JTPVp1mDMpCa_nxZhBZsWq2NdJZ?v=2,6584592,Centr Gym Flooring Exercise Mats 96 Sq Ft Black EFM24 - Best Buy,89.99,USD,https://www.bestbuy.com/product/centr-gym-flooring-exercise-mats-96-sq-ft-black/J3GTKJY57W?irgwc=1&afsrc=1&irclickid=Vu2V4qwsSxycRboUNi3BeXeCUkpR%3AyUxqRNBXg0&ref=388&loc=116548&irmpname=LTK,1,0.00,0,0,0,0.000000,0.000000
Beach Riot Celine Cutout One-Shoulder One-Piece Swimsuit | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/Qt4Xxc5.dToJamMAXtmvMgmPlpjb.OJACo0e09SHn6fP_RkCxrOo.izZz7xuTn3VtzQfR.BGOJfW34.s0lJXihkqLrWdDLvn0C4v.SWvg4NpgjuO2NRF9ZS7HukLbUnKBIaGwyEAWs3Fby83Cts906ZY.6tvX2b_o8IPFg--?v=2,,Free shipping and returns on Beach Riot Celine Cutout One-Shoulder One-Piece Swimsuit at Nordstrom.com. <p>A sunny cutout defines this solid one-piece fashioned with a one-shoulder neck.</p>,148.00,USD,https://www.nordstrom.com/s/beach-riot-celine-cutout-one-shoulder-one-piece-swimsuit/7438245?color=301,2,0.00,0,0,0,0.000000,0.000000
The Evening Set,MERIT,https://product-images-cdn.liketoknow.it/UqQaCzTVXa_ZfxQsgZy39RAJCAZRBEQog9vnSciXyY_DUDtMua28gky_pAIdMAT8g5mWYqkYzlFleE_fZFx.tjyp30GOAkIqiDKKPTIVVe32BXschhP779qPfZiwCGcZFDmzYFc-?v=2,,Everything you need for an effortless evening look.,128.00,USD,https://www.meritbeauty.com/products/the-evening-set,1,0.00,0,0,0,0.000000,0.000000
"Dyson V15 Detect Plus Cordless Vacuum, Illumination Reveals dust, 240AW, 3 Power Modes, Up to 60 ...",Amazon (US),https://product-images-cdn.liketoknow.it/t8g.4fdrDA4rPBHXTAG1N8evnZgSyOjlhTVAgzbYdejOZ4n7nO9L9uo1QjBElagBruV0thGFeHJr6vcrRQZ0Z2ezS9ctPZ.wba7JLhgoGNBtViXzmyg5ZI9h?v=2,,"Amazon.com - Dyson V15 Detect Plus Cordless Vacuum, Illumination Reveals dust, 240AW, 3 Power Modes, Up to 60 Minutes,² Deep Cleans Hard Floors and Carpets, Detangles pet Hair, Converts to Handheld",569.99,USD,https://www.amazon.com/dp/B0CT97D9R2?linkCode=spc&tag=onamznickient-20&creativeASIN=B0CT97D9R2&asc_item-id=amzn1.shoppablemedia.v1.2a141865-33f6-46a4-9acc-14129b9b4213&ref_=aip_sf_photo_spv_s_ons_mixed_d_asin&th=1,7,0.00,0,0,0,0.000000,0.000000
Satin Pajama Pant Set | Old Navy,Old Navy (US),https://product-images-cdn.liketoknow.it/EhRLcJ6Nl1OJcUF8hMNFD6M0hFz453ofpU.DR7pp8IiQKBCnLgSd6pf30_A0kiD2ETPthLcd6rrnqae.qKN_xoR3dnU2vAGT_4zBv4FtAKhOSZNJutw5vXEi?v=2,,Satin Pajama Pant Set | Old Navy,24.97,USD,https://oldnavy.gap.com/browse/product.do?pid=520195002&vid=1&searchText=Satin%20pajama%20set#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
Pilcro Long-Sleeve Reworked Buttondown Top,Anthropologie (US),https://product-images-cdn.liketoknow.it/Gu8Z22pglqqq2.Fd8YN1K6FWqnjAcrYWZzxbZZkerQb.pJzM2iPMHP31v8KqHCikcf.sBAsd3iWrrbz3F_ytnur2RcVYT14NfQ7FvTHubK1dCPw.4SSUMqWM0pxb0Y5YZHk-?v=2,4110660650045,"Shop the Pilcro Long-Sleeve Reworked Buttondown Top and more at Anthropologie today. Read customer reviews, discover product details and more.",118.00,USD,https://www.anthropologie.com/shop/hybrid/pilcro-long-sleeve-reworked-buttondown-top?color=230&type=STANDARD,5,0.00,0,0,0,0.000000,0.000000
"Spears Romper
                    
                    Show Me Your Mumu",Revolve Clothing (Global),https://product-images-cdn.liketoknow.it/qCBmPfe2XOSpb09zSQL6unF4orHjm_VjkvvqvFgStU_FE5VyHNXftsRTyStwSHbUNdBxuhqZFKFhL9Z6DAeudB3HywjFuGp_Anw0AVlom87MQEC7Qm7mgZs-?v=2,SHOW-WR152,"Shop for Show Me Your Mumu Spears Romper in Embellished Indigo at REVOLVE. Free 2-3 day shipping and returns, 30 day price match guarantee.",298.00,USD,https://www.revolve.com/show-me-your-mumu-spears-romper-in-embellished-indigo/dp/SHOW-WR152/?d=F&sectionURL=%2Fjewelry-earrings%2Fbr%2Fdafe4a%2F%3F%26s%3Dc%26c%3DJewelry%26sc%3DEarrings%26navsrc%3DsubAccessories,1,0.00,0,0,0,0.000000,0.000000
"Kindle Essentials Bundle including Kindle (2024 release) - Matcha, Fabric Cover - Matcha, and Pow...",Amazon (US),https://product-images-cdn.liketoknow.it/NezmLbHwpSHmcTeUdQ1kMdcLXvr4bgzuoPYMrsQ.Hly8jS4qj_iaXVV64CX.0gNPP6wCKYKK_nxQx7NTqeU1hJsoIOVurCUXr1QPKuYVon.oay1waAewx3Yn?v=2,,"Amazon.com: Kindle Essentials Bundle including Kindle (2024 release) - Matcha, Fabric Cover - Matcha, and Power Adapter",117.97,USD,https://www.amazon.com/Kindle-Essentials-Bundle-including-release/dp/B0D9ZWBFWQ?ref=dlx_deals_dg_dcl_B0D9ZWBFWQ_dt_sl14_27_pi&pf_rd_r=SXNE9SHN1RVQQA5SXG99&pf_rd_p=f0d59eca-72f9-4a8e-a78b-b90591101927&th=1,1,0.00,0,0,0,0.000000,0.000000
Ninja | Espresso Machine and Drip Coffee Maker| Luxe Café Premier Series | Integrated Coffee Gri...,Amazon (US),https://product-images-cdn.liketoknow.it/Ur6_vy5FBcWRPtUPJEiZ4oBVrghH7W6NI4vJapUmB3xEA2pr0tf6rZdvJJ6gV.IKfaZA3TdkHEr8qqOLkx8tJIjgKS.2TU3QK8ecCMQt7iy0.nu9exJCdwtY?v=2,,"Amazon.com: Ninja | Espresso Machine and Drip Coffee Maker| Luxe Café Premier Series | Integrated Coffee Grinder, Milk Frother, Assisted Tamper & Built-In Espresso Accessory Storage | Stainless Steel | ES601: Home & Kitchen",499.99,USD,https://www.amazon.com/Ninja-Integrated-Hands-Free-Cappuccinos-ES601/dp/B0D45PK5V4/ref=sr_1_5?crid=804EVDL7AJOU&dib=eyJ2IjoiMSJ9.MrfrzSmMdj3pEMDKnf5xCnE1cuBb9hLrfHdc9vot9oDc-qIdXvgK4mlaVn4XeJs2-QCZmUCLSf8dwcGlpn4oSzJZx7Fa1CIFblMQzsjs4LGFSHgM-SZAu1wWGXHHCfPlqyUvmJVXObl0qRXh5ID_p0ruME9CSTocR0n-VfEWcvLWOWlR9kWwr3ZpM3MAtHQt9obzP_lEhJLPGoIp7AtNQCcWwgb1uk8zhet9jjlz48K5YgFZJLJxQcm8oWvjL0nvhYm4N35GIzeY1Q6OYqaXlX8vhHEDLlGO6YtEkaOi0wQ.cYkyLiYjs0-jLtQxOJmfrt-lrO1oDnz-83U1Yno_zZc&dib_tag=se&keywords=ninja%2Bcafe%2Bluxe%2Bpro&qid=1759787875&sprefix=ninja%2Bcafe%2Caps%2C403&sr=8-5&ufe=app_do%3Aamzn1.fos.5998aa40-ec6f-4947-a68f-cd087fee0848&th=1,5,0.00,0,0,0,0.000000,0.000000
Rokka&Rolla Women's Light Packable Puffer Jacket,Target,https://product-images-cdn.liketoknow.it/j5qjtQ_Zpg6Vd4YngWTOIzywY9lK3WOXPtc69KFYuDSbEQQWEuIb3_dgf8.1wcVQ.H7bdGWDkSjjo2LpzZFDfOQGb6gg9d5F.0F7.44VZLJaSPQFhnyCOjYOMUDFtL5KXTEukmzXIRbwH1U659LzICMfoYchH8.HBdbVv5aSgi.uiPw0chSpnl8-?v=2,,"Read reviews and buy Rokka&Rolla Women's Light Packable Puffer Jacket-Black, size Small at Target. Choose from contactless Same Day Delivery, Drive Up and more.",45.00,USD,https://www.target.com/p/rokka-rolla-women-s-light-packable-puffer-jacket/-/A-92871082?preselect=92871081#lnk=sametab,3,0.00,0,0,0,0.000000,0.000000
Salutation Stash 7/8 Legging | Athleta,Athleta,https://product-images-cdn.liketoknow.it/hW..zHdtIAGlm7NbbCqptrbCtHBBq3xHihTMTCr92iSGMgOkxfuN_vb1hMJ3MVMLQhK_W_L3IDkqEFqX2ZPIPlrGnLGKisJZjiL3jug3jGhFeSqVeeq1Bka.?v=2,,Salutation Stash 7/8 Legging | Athleta,109.00,USD,https://athleta.gap.com/browse/product.do?pid=715749022&searchText=7157490220022&vid=1#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
Kevin O'Leary Reserve Holiday Wines (3) 750ml Bottles - QVC.com,QVC,https://product-images-cdn.liketoknow.it/fDAPL4EcTHlq0_q4ZXiBwMArKuZLB3oUECJtr4B7NbYfiIF4gZXE5BSKaHUPhkPYKlce5BVgWGG5t0EjWXd9hM_BRu8DxxqrVnvOnu2Sb32G1R1QL2xsjPWbrx.SDA--?v=2,,Holidays are always a little happier when there's premium wine for toasting! Ring in the merry with your fave varietals from Mr. QVC.com,52.00,USD,https://www.qvc.com/kevin-oleary-reserve-holiday-wines-%283%29-750ml-bottles.product.M99431.html?sc=NAVLIST,1,0.00,0,0,0,0.000000,0.000000
"LG 27-Inch Class StanbyMe 1080p-Portable Touch-Screen-Monitor 27ART10AKPL, Built-in Battery, Full...",Amazon (US),https://product-images-cdn.liketoknow.it/DAHeCvW3.Ly0pAwYFYWcK4Vfe8M0n8Z4pPelJebmJqmmFGKEmgCVhUcSFnAve3xSjQ_E.GHRREpF3g7IVAncF3ZFM5gSAiG6w7wp7brTEWQLz6DYd6FwNOdn?v=2,,"Amazon.com: LG 27-Inch Class StanbyMe 1080p-Portable Touch-Screen-Monitor 27ART10AKPL, Built-in Battery, Full Swivel Rotation, 60Hz Refresh Rate, Calming Beige : Electronics",896.99,USD,https://www.amazon.com/LG-27-Inch-StanbyMe-Portable-27ART10AKPL/dp/B0BC9W3HS5?tag=meghankort-1-ltkna-20&th=1,1,0.00,0,0,0,0.000000,0.000000
Cloudswift 3 Running Shoe (Women),Nordstrom,https://product-images-cdn.liketoknow.it/O83OiOoJ.DqaHCQ0hZNg.wMvqeEGV10pWXlueA39hAfVjVKDA6lOWN5ZJjnL7t2V_6PctQsmYPx_ig4t.jZKuBzuXXB1YUjg9OrrAFHhdZH.dXtXlpXMf7tI5RJPrH5igNG1hIX7TctvS2s.bE_v1bDgSyb6Y8u6WphLKvyzK.OCVf4leo6DsU.MUWI-?v=2,,"Free shipping and returns on On Cloudswift 3 Running Shoe at Nordstrom.com. <p>Engineered to outpace the demands of urban running, this sock-fit shoe sports a ribbed lacing cage that locks your foot comfortably to the springy foam sole. Durable, high-abrasion rubber in the tread provides superior grip on urban streets, sidewalks and steps—even when they're wet.</p>",95.99,USD,https://www.nordstrom.com/s/on-running-cloudswift-3-running-shoe-women/7019030?breadcrumb=Home%2FAll+Results&color=100&origin=keywordsearch-personalizedsort&utm_channel=low_nd_affiliates_influencer&utm_content=&utm_term=116548&utm_source=impact&utm_medium=affiliate_influencer&utm_campaign=LTK&irclickid=Tgn3R1UsexyKWyTVye2SWTg9UkCSaWzB%3Azg4RE0&irgwc=1,2,0.00,0,0,0,0.000000,0.000000
Nothing But Sweet Coral Color Block Cutout Mini Dress,Lulus,https://product-images-cdn.liketoknow.it/X9lzkdgTr3XO6aTVK6rCIXks2wmhiXfkuBOIkbL9mIHZlDpXF2cxDMixk0qQyoQpMsmt_uGTq8XKyiuXstgGCTXMCfuD.a7Z93iFCD34AkbWSMgxqrw1EuHXgtw-?v=2,2315891,"Your day will be especially cute when you head out in the Lulus Nothing But Sweet Coral Color Block Cutout Mini Dress! Lightweight cotton-blend fabric shapes this chic little dress with a flattering V-neckline, princess-seamed bodice, and adjustable straps. Flirty cutouts at the sides accent the fitted waist that tops a figure-skimming, A-line skirt that finishes at a mini hem. Contrasting white trim lends a color block effect throughout. Hidden back zipper/clasp.",55.00,USD,https://www.lulus.com/products/nothing-but-sweet-coral-color-block-cutout-mini-dress/2315891.html,1,0.00,0,0,0,0.000000,0.000000
Extra High-Waisted Microfleece Wide-Leg Sweatpants,Old Navy (US),https://product-images-cdn.liketoknow.it/N8lc4nKpZSIpWlgCCe0oCLA6HStSxYz.6J4__91hnZWOLaU1z1HgjXbBT5qJPnvAtS6LBnBN0os_IO7ljIPL.DgThMs.n7Y3hvzHfmEwScSEOLrDLO8WsieD?v=2,,pull-on elastic waistband on-seam pockets wide leg #802019,36.99,USD,https://oldnavy.gap.com/browse/product.do?pid=802019022&vid=1&pcid=3041263&cid=3041263#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
"DEARMAY 14K Gold Plated Bracelets for Women Waterproof, Jewelry Sets Trendy Thin Dainty Stackable...",Amazon (US),https://product-images-cdn.liketoknow.it/42ZoSyq8P4PUVkPHTbSnZ025dQb6LPVUisig2.p900Ufg1VXzQ_Z5s6ibqgYOBBjZtUuYzJEHSY5RfYnkuHpKygoemppHU5j8xMvF94WzDqDupsEZWkpGlxv?v=2,,"Amazon.com: DEARMAY 14K Gold Plated Bracelets for Women Jewelry Sets Stack Trendy Dainty Stackable Paperclip Rope Snake Box Figaro Chain Bracelets Pack Costume Fashion Gifts: Clothing, Shoes & Jewelry",16.00,USD,https://www.amazon.com/gp/product/B0C2P72WY6?th=1,1,0.00,0,0,0,0.000000,0.000000
PRETTYGARDEN Women's 2025 Summer Satin Dress Elegant Sleeveless Mock Neck Cocktail Party Maxi Dre...,Amazon (US),https://product-images-cdn.liketoknow.it/CpNlAIPwZIipud.BuxaGldfxc9pV_3pRrMLSRVwH5FTjGnWS6nnMqZOCGCfPmBunZLVkCYRBuQ0Ochd6wH.lcHW6Bp90ohRIooFSvPJrqqXJfwuTNZQPQhRA?v=2,,"PRETTYGARDEN Women's 2025 Summer Satin Dress Elegant Sleeveless Mock Neck Cocktail Party Maxi Dresses (Black,Medium) at Amazon Women’s Clothing store",40.00,USD,https://www.amazon.com/PRETTYGARDEN-Elegant-Sleeveless-Cocktail-Dresses/dp/B0BRSFKFJ4?ref=dlx_labor_dg_dcl_B0BRSFBXN7_dt_sl14_07_pi&pf_rd_r=9WBSXA9M7PS98QGCWKSW&pf_rd_p=ead883ae-8e0d-4557-b851-8c2807233c07&th=1&psc=1,2,0.00,0,0,0,0.000000,0.000000
Women's Sunday Slash Top | Women's New Arrivals | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/OD.dX_sQtBD0fYI5RIsLjVKMFxgHfwPihHYsME5fyGiRLSvUKC7EIIn4cQKwQHAqSoJXlz.iITZc5qzCKs3kJN4bSeA7yr6LVFzdVBzfPUnDUydYdZitNzd5bmEIbLYV2eGdsBAsMLEL14zfzGKe024H4vHGzJsvWZfX?v=2,,"Our comfy long-sleeve top in our softAF MAX fabric and shrunken Sunday silhouette. Features a slash neckline, on-trend seaming details and banded hem and cuffs.",60.00,USD,https://www.abercrombie.com/shop/us/p/sunday-slash-top-59777887?categoryId=123020&faceout=model&seq=22&pagefm=navigation-grid&prodvm=navigation-grid,2,0.00,0,0,0,0.000000,0.000000
Aerie Cozy Good Vibes Oversized Sweatshirt,American Eagle Outfitters (US & CA),https://product-images-cdn.liketoknow.it/SR0qXsraCxBfp4hfLXbRCqqPRrBgfhUnunSimjj4eD_o2nMLQOzgK0lKhenvbIC7cFblHnBAu_SkHv1MmHpu7mP84Gipg4BwbvT5k5FG772n?v=2,,We're here for soft and cozy GOOD VIBES.,24.97,USD,https://www.ae.com/us/en/p/women/hoodies-sweatshirts/aerie-hoodies-sweatshirts/aerie-cozy-good-vibes-oversized-sweatshirt/0743_2067_300,1,0.00,0,0,0,0.000000,0.000000
RONNIE BONE LEATHER,Steve Madden (US),https://product-images-cdn.liketoknow.it/Wm.Xmx2KY7z3mkAc7PpXodMJZnTgHDnqNel.2H6Kclds5ozb.z1OwBOipfQ0hFMENRZnMhCuFsYTS5wToO_SJpv_0vLlwmrHA4WZS6qcnZQcCnx9MeZy_SmtnkvRHkAX_hdYrRjA.2Zqy57D_NNZuKdaRdwjXv4dZg1di50fMBR_0gQF1P3mTJ3qiEl52DmpFBml?v=2,,3.75 inch heel height Leather upper material Synthetic lining Synthetic sole Imported,99.95,USD,https://www.stevemadden.com/products/ronnie-bone-leather,2,0.00,0,0,0,0.000000,0.000000
SoSoft Tunic Sweater,Old Navy (US),https://product-images-cdn.liketoknow.it/AcUWaWGYe5FUSsAH.jwdTGucQiblsCu_.HqoBdFL4bs0Rk0omrIMs9ii5M8Esw2T375WDkIgmBjpE_wLoMf6U47RtjKOp_3F046f2TPWPyoga7CVkni2_mXY?v=2,,crew neck raglan sleeves pullover style #477500,36.99,USD,https://oldnavy.gap.com/browse/product.do?pid=477500042&vid=1&searchText=SoSoft+Tunic+Sweater#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
LEGO Technic Ford Bronco SUV Kids Toy Car Building Set 42213,Target,https://product-images-cdn.liketoknow.it/pevhIRkvatACYSrdoQnIcbRQO856cOEFcjsTq.b92p7UV4GR2X0sTkAhRsB6LBZM5teLJx6f9yrGPAo7aVqljt3IxtywvdpYTl.9Xeb6nxJPL8EgAshfjoVqGaOb0oFXs7pvrls35Bo9oCbMXadLZQkXGBGSWJ.OoCgGUt_0WNrDudc3WE.HQ0Y-?v=2,,"Read reviews and buy LEGO Technic Ford Bronco SUV Kids Toy Car Building Set 42213 at Target. Choose from contactless Same Day Delivery, Drive Up and more.",52.99,USD,https://www.target.com/p/lego-technic-ford-bronco-suv-kids-toy-car-building-set-42213/-/A-94152701#lnk=sametab,1,0.00,0,0,0,0.000000,0.000000
Extra High-Waisted PowerChill Leggings for Women,Old Navy (US),https://product-images-cdn.liketoknow.it/YzSUvdLuoiRDvsKtwvqNz_oTfdBVLrLqFj8fDK4kvs4Upd9aKXrtDfOXuqVhcaOkSFWeuA4DQfpNtIDNz2.QwaimelIP6vSAb1KQSnbZiD_JarxdCtDGpfvp?v=2,,Extra High-Waisted PowerChill Leggings for Women | Old Navy,18.49,USD,https://oldnavy.gap.com/browse/product.do?pid=724588042&vid=1&searchText=black%20leggings,1,0.00,0,0,0,0.000000,0.000000
Scout Ear Cuff,Electric Picks Jewelry,https://product-images-cdn.liketoknow.it/1OJvLccCFdTWq_Azi0C130M8tKf66.Xma8Mtfu4MhaHR93gS4OQqakyYPAVOz59LPnxRy8PHVsjctomYx6aycISPOMO7sZlBm_SIXbD2Ikz.lX3J8L3cDayk2Z1.dJI4yOvcPVkd8DqONEDAiUZDTVvQ0nCCX_c1I5RK4AOibilMESBOWDA-?v=2,E2341-G,"Not sure if you're going for sparkle or shine? With the Scout Ear Cuff you can have it all. This brilliant statement piece has two looks on one- featuring a 14k gold platted hoop paired with a crystal covered hoop. 14kt Gold or Sterling Silver Plated 0.5"" Across 0.3"" Width",40.00,USD,https://electricpicks.com/collections/holiday-2025-collection/products/scout-ear-cuff?variant=45474952085654,2,0.00,0,0,0,0.000000,0.000000
"Nike Cortez Vintage Women's Shoes (FJ2530-200, Mink Brown/Gum Medium Brown/White) Size 5",Amazon (US),https://product-images-cdn.liketoknow.it/RsPB7eK93aMMHWdjNOs_2Y0PW.nZViQs1u6KdK2x4PE3hrw2qD4NgBmMJhTQ.HOUOyo3wG125Q0xoCVM1pcYY8emFf.fOoiyenMeTy8y6.ZxxrphXF4G?v=2,,Style#: FJ2530-200,104.98,USD,https://www.amazon.com/dp/B0DS6LHSWH?tag=rewardstyle-20&linkCode=ogv&th=1&psc=1,3,0.00,0,0,0,0.000000,0.000000
"Schick Hydro Silk Touch-Up Dermaplaning Tool with Precision Cover, 3ct | Dermaplane Razor, Face R...",Amazon (US),https://product-images-cdn.liketoknow.it/UJhCQlj8GJ9VN7E93ky9LNbP5CzuQEmbZdMoN9g6eci77KQSZQqWcejQpqo7i4n3TsQnFHzl4GZhDOXk5Qk_MzHYF7gakHJM91hanS8QCYVQ7RifbkU4?v=2,,"Amazon.com: Schick Hydro Silk Touch-Up Dermaplaning Tool with Precision Cover, 3ct | Dermaplane Razor, Face Razors for Women, Peach Fuzz Remover : Beauty & Personal Care",5.94,USD,https://www.amazon.com/dp/B0787GLBMV?linkCode=spc&tag=onamznickient-20&creativeASIN=B0787GLBMV&asc_item-id=amzn1.shoppablemedia.v1.7bd2271f-2b04-46da-9178-83b319b61175&ref_=aip_sf_photo_spv_s_ons_mixed_d_asin&th=1,5,0.00,0,0,0,0.000000,0.000000
Athleta,Athleta,https://product-images-cdn.liketoknow.it/dibPYOreCCsljtJX4vXXP_2O9aSFmwMIH9QQD0o08Xa1WrrZvfNGggZgwcXAKm4OiNKIQjVMeuYbUu0AIVHPsn1GAisg.i0LwUMcZLTfJNMDOfhTKiIc0saP?v=2,,Trekkie Relaxed Mid Rise Jogger | Athleta,27.97,USD,https://athleta.gap.com/browse/product.do?pid=605621002&vid=2&pcid=1023728&cid=1023728#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
OFFLINE By Aerie Real Me High Waisted Crossover Legging,Aerie,https://product-images-cdn.liketoknow.it/.c0X8pNqRPHXfXQu5j3fQjQne6QICXVOshL3ZkAre5wq0ft880SiFgU2i8Kl_uXPFCIFtTAGxTqV6Upe8T.Kdrq20867jYgVsAQ_own2SajetS32GyvLRCGXJXxh5ZPkVeEu.tRIfg--?v=2,,"THE RUNDOWN: Our best-selling, #1 viral legging in your favorite fabric. Comes in our famous crossover waistband.",31.46,USD,https://www.ae.com/us/en/p/aerie/bottoms/leggings/offline-by-aerie-real-me-high-waisted-crossover-legging/0491_5104_073?menu=cat1090003,1,0.00,0,0,0,0.000000,0.000000
Velvet Ruched Top,Old Navy (US),https://product-images-cdn.liketoknow.it/LIEmZ3wJ3x5tmmhmhqOuPsuGedPjvc24O9gm1Td6e1RFrMZk63cBnmmKd6qJWGxKw.8i0iJjbp4kVi36ZfmOZqn.2TNuhpU7aXRtHh2dkVI16k5.fs1m3lGI?v=2,,high asymmetrical neckline sleeveless side ruching #825915,10.00,USD,https://oldnavy.gap.com/browse/product.do?pid=825915002&vid=1&pcid=3039148&cid=3039148#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
Ninja DZ401 Foodi 10 Quart 6-in-1 DualZone XL 2-Basket Air Fryer with 2 Independent Frying Basket...,Amazon (US),https://product-images-cdn.liketoknow.it/PQWIqNUl9JWNdXCyrMrn4y9EcfNRq7FtC48_cy5i9H0e57m2BFoewYfOpfgGs5BUuYvbTi3lH0IpSfTbM4TnBSSbuL7tB3pP.I3_MmiRZtOKXEr4yifrZXn2?v=2,,"Amazon.com: Ninja DZ401 Foodi 10 Quart 6-in-1 DualZone XL 2-Basket Air Fryer with 2 Independent Frying Baskets, Match Cook & Smart Finish to Roast, Broil, Dehydrate for Quick, Easy Family-Sized Meals, Grey : Everything Else",179.00,USD,https://www.amazon.com/dp/B096X9LGJ1?linkCode=spc&tag=onamznickient-20&creativeASIN=B096X9LGJ1&asc_item-id=amzn1.shoppablemedia.v1.dbba0c56-e2b2-4356-a53f-8935e38361ba&ref_=aip_sf_photo_spv_ofs_d_asin&th=1,1,0.00,0,0,0,0.000000,0.000000
"Veken 8 Set Packing Cubes for Travel, Birthday Gifts for Women Mom Her, Cruise Ship Essentials Ac...",Amazon (US),https://product-images-cdn.liketoknow.it/oBPRe_s0_5aLTq2F228.wL63vHudFAA7DzInNI4AJoGyQagqVkyi8tDzCxSMlWrDDTMuzKusgFPMri7oRuoR.PSm35iU9ol1qyNiPBDOXLKoFfzxvHhhPxCw?v=2,,"Amazon.com: Veken 8 Set Packing Cubes for Travel, Birthday Gifts for Women Mom Her, Cruise Ship Essentials Accessories for Beach Vacation, Suitcase Organizer Bags for Luggage with Hanging Toiletry & Shoe Bag : Clothing, Shoes & Jewelry",14.99,USD,https://www.amazon.com/dp/B0B7BP6CJN?linkCode=ssc&tag=onamznickient-20&creativeASIN=B0B7BP6CJN&asc_item-id=amzn1.shoppablemedia.v1.7a219490-97c5-4a9a-99fe-ee9f62ccd619&ref_=aip_sf_photo_spv_s_ons_mixed_d_asin&th=1,5,0.00,0,0,0,0.000000,0.000000
"Ninja Luxe Café Pro Series, Espresso Machine, Drip Coffee, Cold Brew, Hot Water, Integrated Tamp...",Amazon (US),https://product-images-cdn.liketoknow.it/uM3u1T1QqBDSsq76PDxwPhfKBjfXXtibsC90UsSx2vzFZ6Kl7cCqLrZN7N2szzBCZas9qpVPicLdC4WenBKTBP9zmCzp2hSaGaZLbQQoDPCvICuzw.fCm.L5?v=2,,"Amazon.com: Ninja Luxe Café Pro Series, Espresso Machine, Drip Coffee, Cold Brew, Hot Water, Integrated Tamper, Built-in Grinder, Hands-Free Frother for Cappuccinos, Lattes, Americanos, Dairy or Non-Dairy, ES701: Home & Kitchen",634.00,USD,https://www.amazon.com/dp/B0F5JFTR1Q?linkCode=spc&tag=onamznickient-20&creativeASIN=B0F5JFTR1Q&asc_item-id=amzn1.shoppablemedia.v1.dbba0c56-e2b2-4356-a53f-8935e38361ba&ref_=aip_sf_photo_spv_ofs_d_asin,1,0.00,0,0,0,0.000000,0.000000
Golf Graphic Oversized Sunday Crew,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/uddOFDW.RaEYt2i_ZBRfS9ivKwv9Wt6GQxy32hZ6mgBSnlGr9BF84bfd0jF0dUQU8UmbAEZiDWld9aU6MvHC5UnP2uZv6fkHuORyCCobK47fVAZU1LTrm8Lb_di51ynd_5h76MSzieEQvMogVrLRPJc.IL2genVbtCY-?v=2,,"Comfy sweatshirt in our Soft A&F fabric and oversized-fit silhouette, featuring golf-inspired graphic detail at chest and back, crew neckline and banded hem and cuffs.",70.00,USD,https://www.abercrombie.com/shop/us/p/golf-graphic-oversized-sunday-crew-59777899?cmp=AFF%3A116548%3ALTK%3AONLINE_TRACKING_LINK%3AOnline%20Tracking%20Link&seq=01&irclickid=yn00EgUPCxyKW5QQqazwc2kuUksXQtXHYT4oSM0&%24web_only=&irgwc=1,1,0.00,0,0,0,0.000000,0.000000
Off-the-Shoulder Ruched Velvet Mini Dress,Old Navy (US),https://product-images-cdn.liketoknow.it/Nu76B3m8ghXiuWwQdGIP9BMDfOEWYwCsc5cUvMjVz5fJ.DSMF5TdjF_UV2zThxHW8IsV4BCE1txwjWIS5YCZzQqL7Ap9ojUgxA3utvOLPBnmW7S2E6TSqeKP?v=2,,asymmetrical neckline sleeveless ruched detail #843976,19.00,USD,https://oldnavy.gap.com/browse/product.do?pid=843976012&vid=1&pcid=3039148&cid=3039148&nav=meganav%3ANow+Trending%21%3AShop+By+Occasion%3AHoliday+Dressy#pdp-page-content,4,0.00,0,0,0,0.000000,0.000000
